"hog","n_species_neighbor","n_species_testable","fraction_represented","is_recurrent","role","anchor_id"
"HOG:0016909",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0016913",7,8,0.875,TRUE,"neighbor","anchor_06"
"HOG:0017094",5,8,0.625,TRUE,"neighbor","anchor_06"
"HOG:0017134",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0017159",7,8,0.875,TRUE,"neighbor","anchor_06"
"HOG:0017178",6,8,0.75,TRUE,"neighbor","anchor_06"
"HOG:0017319",6,8,0.75,TRUE,"neighbor","anchor_06"
"HOG:0017616",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0017844",3,8,0.375,FALSE,"neighbor","anchor_06"
"HOG:0018009",4,8,0.5,TRUE,"neighbor","anchor_06"
"HOG:0018037",6,8,0.75,TRUE,"neighbor","anchor_06"
"HOG:0018100",6,8,0.75,TRUE,"neighbor","anchor_06"
"HOG:0018221",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0018264",3,8,0.375,FALSE,"neighbor","anchor_06"
"HOG:0018364",7,8,0.875,TRUE,"neighbor","anchor_06"
"HOG:0018912",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0019394",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0019459",7,8,0.875,TRUE,"neighbor","anchor_06"
"HOG:0019722",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0019786",2,8,0.25,FALSE,"neighbor","anchor_06"
"HOG:0019927",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0020076",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0020161",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0020293",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0020310",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0020311",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0020312",2,8,0.25,FALSE,"neighbor","anchor_06"
"HOG:0020333",3,8,0.375,FALSE,"neighbor","anchor_06"
"HOG:0020349",7,8,0.875,TRUE,"neighbor","anchor_06"
"HOG:0020408",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0020486",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0020549",4,8,0.5,TRUE,"neighbor","anchor_06"
"HOG:0020610",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0020630",2,8,0.25,FALSE,"neighbor","anchor_06"
"HOG:0020705",3,8,0.375,FALSE,"neighbor","anchor_06"
"HOG:0020711",7,8,0.875,TRUE,"neighbor","anchor_06"
"HOG:0021036",7,8,0.875,TRUE,"neighbor","anchor_06"
"HOG:0021128",4,8,0.5,TRUE,"neighbor","anchor_06"
"HOG:0021791",2,8,0.25,FALSE,"neighbor","anchor_06"
"HOG:0021895",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0021930",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0022018",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0022176",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0022195",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0022239",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0022504",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0022724",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0022739",7,8,0.875,TRUE,"neighbor","anchor_06"
"HOG:0022810",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0022830",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0022930",2,8,0.25,FALSE,"neighbor","anchor_06"
"HOG:0022931",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0023075",2,8,0.25,FALSE,"neighbor","anchor_06"
"HOG:0023085",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0023162",2,8,0.25,FALSE,"neighbor","anchor_06"
"HOG:0023183",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0023192",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0023230",7,8,0.875,TRUE,"neighbor","anchor_06"
"HOG:0023358",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0023400",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0023579",3,8,0.375,FALSE,"neighbor","anchor_06"
"HOG:0023601",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0023669",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0023839",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0023877",5,8,0.625,TRUE,"neighbor","anchor_06"
"HOG:0023914",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0024255",2,8,0.25,FALSE,"neighbor","anchor_06"
"HOG:0024401",6,8,0.75,TRUE,"neighbor","anchor_06"
"HOG:0024444",7,8,0.875,TRUE,"neighbor","anchor_06"
"HOG:0024452",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0024629",6,8,0.75,TRUE,"neighbor","anchor_06"
"HOG:0024745",2,8,0.25,FALSE,"neighbor","anchor_06"
"HOG:0024791",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0024888",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0024976",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0025184",2,8,0.25,FALSE,"neighbor","anchor_06"
"HOG:0025186",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0025219",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0025220",3,8,0.375,FALSE,"neighbor","anchor_06"
"HOG:0025231",6,8,0.75,TRUE,"neighbor","anchor_06"
"HOG:0025232",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0025299",2,8,0.25,FALSE,"neighbor","anchor_06"
"HOG:0025319",4,8,0.5,TRUE,"neighbor","anchor_06"
"HOG:0025338",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0025375",6,8,0.75,TRUE,"neighbor","anchor_06"
"HOG:0025550",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0025600",4,8,0.5,TRUE,"neighbor","anchor_06"
"HOG:0025827",6,8,0.75,TRUE,"neighbor","anchor_06"
"HOG:0025828",3,8,0.375,FALSE,"neighbor","anchor_06"
"HOG:0025863",7,8,0.875,TRUE,"neighbor","anchor_06"
"HOG:0025912",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0026023",3,8,0.375,FALSE,"neighbor","anchor_06"
"HOG:0026114",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0026136",4,8,0.5,TRUE,"neighbor","anchor_06"
"HOG:0026142",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0026234",6,8,0.75,TRUE,"neighbor","anchor_06"
"HOG:0026244",7,8,0.875,TRUE,"neighbor","anchor_06"
"HOG:0026270",3,8,0.375,FALSE,"neighbor","anchor_06"
"HOG:0026549",3,8,0.375,FALSE,"neighbor","anchor_06"
"HOG:0026770",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0026815",4,8,0.5,TRUE,"neighbor","anchor_06"
"HOG:0026833",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0026834",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0026902",6,8,0.75,TRUE,"neighbor","anchor_06"
"HOG:0027048",2,8,0.25,FALSE,"neighbor","anchor_06"
"HOG:0027098",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0027147",7,8,0.875,TRUE,"neighbor","anchor_06"
"HOG:0027161",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0027230",5,8,0.625,TRUE,"neighbor","anchor_06"
"HOG:0027276",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0027281",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0027286",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0027303",4,8,0.5,TRUE,"neighbor","anchor_06"
"HOG:0027354",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0027418",2,8,0.25,FALSE,"neighbor","anchor_06"
"HOG:0027495",4,8,0.5,TRUE,"neighbor","anchor_06"
"HOG:0027517",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0027560",3,8,0.375,FALSE,"neighbor","anchor_06"
"HOG:0027601",3,8,0.375,FALSE,"neighbor","anchor_06"
"HOG:0027683",6,8,0.75,TRUE,"neighbor","anchor_06"
"HOG:0027728",4,8,0.5,TRUE,"neighbor","anchor_06"
"HOG:0027772",2,8,0.25,FALSE,"neighbor","anchor_06"
"HOG:0027901",2,8,0.25,FALSE,"neighbor","anchor_06"
"HOG:0028008",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0028012",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0028015",3,8,0.375,FALSE,"neighbor","anchor_06"
"HOG:0028065",7,8,0.875,TRUE,"neighbor","anchor_06"
"HOG:0028089",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0028209",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0028306",2,8,0.25,FALSE,"neighbor","anchor_06"
"HOG:0028316",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0028394",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0028559",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0028617",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0028717",5,8,0.625,TRUE,"neighbor","anchor_06"
"HOG:0028718",6,8,0.75,TRUE,"neighbor","anchor_06"
"HOG:0028720",6,8,0.75,TRUE,"neighbor","anchor_06"
"HOG:0029110",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0029181",2,8,0.25,FALSE,"neighbor","anchor_06"
"HOG:0029310",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0029401",7,8,0.875,TRUE,"neighbor","anchor_06"
"HOG:0029425",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0029472",7,8,0.875,TRUE,"neighbor","anchor_06"
"HOG:0029477",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0029484",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0029544",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0029675",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0029695",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0029743",2,8,0.25,FALSE,"neighbor","anchor_06"
"HOG:0029907",2,8,0.25,FALSE,"neighbor","anchor_06"
"HOG:0030062",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0030870",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0030873",2,8,0.25,FALSE,"neighbor","anchor_06"
"HOG:0031129",7,8,0.875,TRUE,"neighbor","anchor_06"
"HOG:0031321",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0031473",5,8,0.625,TRUE,"neighbor","anchor_06"
"HOG:0031530",3,8,0.375,FALSE,"neighbor","anchor_06"
"HOG:0031629",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0031653",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0032031",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0032037",2,8,0.25,FALSE,"neighbor","anchor_06"
"HOG:0032161",7,8,0.875,TRUE,"neighbor","anchor_06"
"HOG:0032320",7,8,0.875,TRUE,"neighbor","anchor_06"
"HOG:0032510",3,8,0.375,FALSE,"neighbor","anchor_06"
"HOG:0032593",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0032893",8,8,1,TRUE,"neighbor","anchor_06"
"HOG:0032920",6,8,0.75,TRUE,"neighbor","anchor_06"
"HOG:0032931",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0032976",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0032979",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0033048",2,8,0.25,FALSE,"neighbor","anchor_06"
"HOG:0033056",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0033256",5,8,0.625,TRUE,"neighbor","anchor_06"
"HOG:0033271",3,8,0.375,FALSE,"neighbor","anchor_06"
"HOG:0033359",6,8,0.75,TRUE,"neighbor","anchor_06"
"HOG:0033398",1,8,0.125,FALSE,"neighbor","anchor_06"
"HOG:0028766",8,8,1,TRUE,"anchor","anchor_06"
"HOG:0000016",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0000036",2,8,0.25,FALSE,"neighbor","anchor_07"
"HOG:0000086",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0000178",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0000191",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0000205",2,8,0.25,FALSE,"neighbor","anchor_07"
"HOG:0000226",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0000240",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0000246",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0000322",4,8,0.5,TRUE,"neighbor","anchor_07"
"HOG:0000465",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0000537",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0003533",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0003541",2,8,0.25,FALSE,"neighbor","anchor_07"
"HOG:0003782",6,8,0.75,TRUE,"neighbor","anchor_07"
"HOG:0004085",7,8,0.875,TRUE,"neighbor","anchor_07"
"HOG:0004192",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0004231",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0004236",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0004305",4,8,0.5,TRUE,"neighbor","anchor_07"
"HOG:0005589",7,8,0.875,TRUE,"neighbor","anchor_07"
"HOG:0005788",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0005833",3,8,0.375,FALSE,"neighbor","anchor_07"
"HOG:0005835",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0006008",5,8,0.625,TRUE,"neighbor","anchor_07"
"HOG:0006009",5,8,0.625,TRUE,"neighbor","anchor_07"
"HOG:0006052",5,8,0.625,TRUE,"neighbor","anchor_07"
"HOG:0006123",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0006139",6,8,0.75,TRUE,"neighbor","anchor_07"
"HOG:0006205",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0006210",5,8,0.625,TRUE,"neighbor","anchor_07"
"HOG:0006263",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0006264",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0006292",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0006346",6,8,0.75,TRUE,"neighbor","anchor_07"
"HOG:0006377",3,8,0.375,FALSE,"neighbor","anchor_07"
"HOG:0006505",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0007636",5,8,0.625,TRUE,"neighbor","anchor_07"
"HOG:0007637",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0007638",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0007645",4,8,0.5,TRUE,"neighbor","anchor_07"
"HOG:0007713",7,8,0.875,TRUE,"neighbor","anchor_07"
"HOG:0007725",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0007800",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0007813",6,8,0.75,TRUE,"neighbor","anchor_07"
"HOG:0007888",2,8,0.25,FALSE,"neighbor","anchor_07"
"HOG:0007920",7,8,0.875,TRUE,"neighbor","anchor_07"
"HOG:0007936",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0007944",3,8,0.375,FALSE,"neighbor","anchor_07"
"HOG:0007966",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0008034",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0008689",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0008691",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0008733",4,8,0.5,TRUE,"neighbor","anchor_07"
"HOG:0010571",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0010710",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0010719",3,8,0.375,FALSE,"neighbor","anchor_07"
"HOG:0010736",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0010842",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0010868",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0010929",5,8,0.625,TRUE,"neighbor","anchor_07"
"HOG:0011023",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0011081",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0011086",7,8,0.875,TRUE,"neighbor","anchor_07"
"HOG:0011336",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0011497",5,8,0.625,TRUE,"neighbor","anchor_07"
"HOG:0011532",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0011561",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0011640",6,8,0.75,TRUE,"neighbor","anchor_07"
"HOG:0011649",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0011796",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0011797",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0011920",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0011942",7,8,0.875,TRUE,"neighbor","anchor_07"
"HOG:0011998",4,8,0.5,TRUE,"neighbor","anchor_07"
"HOG:0012056",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0012227",3,8,0.375,FALSE,"neighbor","anchor_07"
"HOG:0012253",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0012340",5,8,0.625,TRUE,"neighbor","anchor_07"
"HOG:0012342",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0012402",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0016149",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0016166",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0016356",2,8,0.25,FALSE,"neighbor","anchor_07"
"HOG:0016389",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0016451",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0016566",7,8,0.875,TRUE,"neighbor","anchor_07"
"HOG:0016795",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0016909",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0016913",7,8,0.875,TRUE,"neighbor","anchor_07"
"HOG:0017094",4,8,0.5,TRUE,"neighbor","anchor_07"
"HOG:0017134",2,8,0.25,FALSE,"neighbor","anchor_07"
"HOG:0017157",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0017159",7,8,0.875,TRUE,"neighbor","anchor_07"
"HOG:0017178",6,8,0.75,TRUE,"neighbor","anchor_07"
"HOG:0017319",6,8,0.75,TRUE,"neighbor","anchor_07"
"HOG:0017616",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0017844",3,8,0.375,FALSE,"neighbor","anchor_07"
"HOG:0018009",6,8,0.75,TRUE,"neighbor","anchor_07"
"HOG:0018037",6,8,0.75,TRUE,"neighbor","anchor_07"
"HOG:0018100",7,8,0.875,TRUE,"neighbor","anchor_07"
"HOG:0018221",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0018264",4,8,0.5,TRUE,"neighbor","anchor_07"
"HOG:0018364",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0018912",2,8,0.25,FALSE,"neighbor","anchor_07"
"HOG:0019394",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0019459",6,8,0.75,TRUE,"neighbor","anchor_07"
"HOG:0019722",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0019786",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0019927",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0020076",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0020161",3,8,0.375,FALSE,"neighbor","anchor_07"
"HOG:0020310",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0020311",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0020312",2,8,0.25,FALSE,"neighbor","anchor_07"
"HOG:0020333",3,8,0.375,FALSE,"neighbor","anchor_07"
"HOG:0020349",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0020408",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0020486",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0020549",7,8,0.875,TRUE,"neighbor","anchor_07"
"HOG:0020610",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0020630",2,8,0.25,FALSE,"neighbor","anchor_07"
"HOG:0020705",2,8,0.25,FALSE,"neighbor","anchor_07"
"HOG:0020711",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0020837",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0021036",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0021128",3,8,0.375,FALSE,"neighbor","anchor_07"
"HOG:0021791",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0021895",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0021930",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0022176",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0022195",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0022239",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0022342",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0022504",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0022724",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0022739",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0022810",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0022830",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0022930",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0022931",3,8,0.375,FALSE,"neighbor","anchor_07"
"HOG:0023075",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0023085",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0023162",4,8,0.5,TRUE,"neighbor","anchor_07"
"HOG:0023192",7,8,0.875,TRUE,"neighbor","anchor_07"
"HOG:0023230",7,8,0.875,TRUE,"neighbor","anchor_07"
"HOG:0023358",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0023398",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0023400",7,8,0.875,TRUE,"neighbor","anchor_07"
"HOG:0023507",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0023517",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0023579",5,8,0.625,TRUE,"neighbor","anchor_07"
"HOG:0023601",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0023669",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0023839",2,8,0.25,FALSE,"neighbor","anchor_07"
"HOG:0023877",5,8,0.625,TRUE,"neighbor","anchor_07"
"HOG:0023914",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0024255",2,8,0.25,FALSE,"neighbor","anchor_07"
"HOG:0024401",7,8,0.875,TRUE,"neighbor","anchor_07"
"HOG:0024444",7,8,0.875,TRUE,"neighbor","anchor_07"
"HOG:0024452",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0024629",6,8,0.75,TRUE,"neighbor","anchor_07"
"HOG:0024745",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0024791",6,8,0.75,TRUE,"neighbor","anchor_07"
"HOG:0024888",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0024976",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0025054",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0025184",2,8,0.25,FALSE,"neighbor","anchor_07"
"HOG:0025186",6,8,0.75,TRUE,"neighbor","anchor_07"
"HOG:0025219",6,8,0.75,TRUE,"neighbor","anchor_07"
"HOG:0025220",4,8,0.5,TRUE,"neighbor","anchor_07"
"HOG:0025231",5,8,0.625,TRUE,"neighbor","anchor_07"
"HOG:0025232",7,8,0.875,TRUE,"neighbor","anchor_07"
"HOG:0025299",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0025319",4,8,0.5,TRUE,"neighbor","anchor_07"
"HOG:0025338",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0025375",7,8,0.875,TRUE,"neighbor","anchor_07"
"HOG:0025550",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0025600",2,8,0.25,FALSE,"neighbor","anchor_07"
"HOG:0025827",6,8,0.75,TRUE,"neighbor","anchor_07"
"HOG:0025828",2,8,0.25,FALSE,"neighbor","anchor_07"
"HOG:0025863",7,8,0.875,TRUE,"neighbor","anchor_07"
"HOG:0025912",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0025949",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0026023",4,8,0.5,TRUE,"neighbor","anchor_07"
"HOG:0026136",3,8,0.375,FALSE,"neighbor","anchor_07"
"HOG:0026142",4,8,0.5,TRUE,"neighbor","anchor_07"
"HOG:0026187",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0026234",5,8,0.625,TRUE,"neighbor","anchor_07"
"HOG:0026244",7,8,0.875,TRUE,"neighbor","anchor_07"
"HOG:0026270",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0026549",3,8,0.375,FALSE,"neighbor","anchor_07"
"HOG:0026770",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0026815",6,8,0.75,TRUE,"neighbor","anchor_07"
"HOG:0026834",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0026901",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0026902",5,8,0.625,TRUE,"neighbor","anchor_07"
"HOG:0027048",3,8,0.375,FALSE,"neighbor","anchor_07"
"HOG:0027098",7,8,0.875,TRUE,"neighbor","anchor_07"
"HOG:0027147",6,8,0.75,TRUE,"neighbor","anchor_07"
"HOG:0027161",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0027230",4,8,0.5,TRUE,"neighbor","anchor_07"
"HOG:0027276",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0027281",6,8,0.75,TRUE,"neighbor","anchor_07"
"HOG:0027303",5,8,0.625,TRUE,"neighbor","anchor_07"
"HOG:0027418",2,8,0.25,FALSE,"neighbor","anchor_07"
"HOG:0027495",6,8,0.75,TRUE,"neighbor","anchor_07"
"HOG:0027560",2,8,0.25,FALSE,"neighbor","anchor_07"
"HOG:0027601",4,8,0.5,TRUE,"neighbor","anchor_07"
"HOG:0027683",5,8,0.625,TRUE,"neighbor","anchor_07"
"HOG:0027728",4,8,0.5,TRUE,"neighbor","anchor_07"
"HOG:0027772",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0027901",2,8,0.25,FALSE,"neighbor","anchor_07"
"HOG:0028008",5,8,0.625,TRUE,"neighbor","anchor_07"
"HOG:0028012",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0028015",2,8,0.25,FALSE,"neighbor","anchor_07"
"HOG:0028065",5,8,0.625,TRUE,"neighbor","anchor_07"
"HOG:0028089",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0028306",2,8,0.25,FALSE,"neighbor","anchor_07"
"HOG:0028316",3,8,0.375,FALSE,"neighbor","anchor_07"
"HOG:0028394",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0028559",1,8,0.125,FALSE,"neighbor","anchor_07"
"HOG:0028717",5,8,0.625,TRUE,"neighbor","anchor_07"
"HOG:0028718",6,8,0.75,TRUE,"neighbor","anchor_07"
"HOG:0028720",6,8,0.75,TRUE,"neighbor","anchor_07"
"HOG:0028766",8,8,1,TRUE,"neighbor","anchor_07"
"HOG:0029110",7,8,0.875,TRUE,"neighbor","anchor_07"
