"anchor_id","anchor_hog","species1","species2","neighborhood_jaccard","n_matched_module_edges","n_informative_module_edges","n_shared_present_edges","module_edge_jaccard","matched_edge_correlation","matched_edge_mean_abs_log_threshold_distance","enough_edges_for_correlation"
"anchor_07","HOG:0011862","BSYL","BMED",0.482558139534884,3321,3172,2338,0.737074401008827,0.262345464305885,0.0162680345083593,TRUE
"anchor_07","HOG:0011862","BSYL","VBRO",0.505952380952381,3570,3296,2323,0.704793689320388,0.275705376202453,0.0132699425898729,TRUE
"anchor_07","HOG:0011862","BSYL","FPRA",0.463054187192118,4186,3970,2715,0.683879093198992,0.210556574072398,0.0179810874245048,TRUE
"anchor_07","HOG:0011862","HVUL","HJUB",0.571428571428571,5995,5654,4366,0.77219667492041,0.256112914475899,0.0148046601291164,TRUE
"anchor_07","HOG:0011862","HVUL","BMAX",0.581818181818182,4560,4322,3353,0.775798241554836,0.296403126217254,0.0141672301897473,TRUE
"anchor_07","HOG:0011862","HVUL","BMED",0.573863636363636,4656,4420,3400,0.769230769230769,0.334153331497641,0.0144982217611187,TRUE
"anchor_07","HOG:0011862","HVUL","VBRO",0.598837209302326,5253,4803,3544,0.737872163231314,0.285728775715269,0.0138954664220785,TRUE
"anchor_07","HOG:0011862","HVUL","FPRA",0.563725490196078,5995,5650,4253,0.752743362831858,0.307688430831344,0.0153672145339005,TRUE
"anchor_07","HOG:0011862","HJUB","BMAX",0.583333333333333,6105,5743,4454,0.775552846944106,0.328514942596609,0.0138756590119777,TRUE
"anchor_07","HOG:0011862","HJUB","BMED",0.592039800995025,6670,6270,5004,0.798086124401914,0.339212759545714,0.0139205666517795,TRUE
"anchor_07","HOG:0011862","HJUB","VBRO",0.639175257731959,7381,6848,4966,0.72517523364486,0.299752684503742,0.0144834846432045,TRUE
"anchor_07","HOG:0011862","HJUB","FPRA",0.65296803652968,9180,8570,6382,0.744690781796966,0.319244406323633,0.0146589977244876,TRUE
"anchor_07","HOG:0011862","BMAX","BMED",0.597560975609756,4753,4483,3500,0.780727191612759,0.353254806054866,0.0142146916014179,TRUE
"anchor_07","HOG:0011862","BMAX","VBRO",0.635220125786163,5050,4636,3489,0.752588438308887,0.325830339964292,0.0137383606504616,TRUE
"anchor_07","HOG:0011862","BMAX","FPRA",0.608465608465608,6328,5939,4446,0.748610877252063,0.330083983186409,0.0151469981590358,TRUE
"anchor_07","HOG:0011862","BMED","VBRO",0.633136094674556,5565,5226,3986,0.762724837351703,0.377496479987367,0.0143759830010234,TRUE
"anchor_07","HOG:0011862","BMED","FPRA",0.63265306122449,6786,6354,5066,0.797293043751967,0.417923769545911,0.0137452865658438,TRUE
"anchor_07","HOG:0011862","VBRO","FPRA",0.647668393782383,7140,6538,4711,0.720556745182013,0.344889008963446,0.0159476193601852,TRUE
"anchor_08","HOG:0006123","BDIS","BSYL",0.505813953488372,3486,3343,2505,0.749326951839665,0.229362727936087,0.0157313628347102,TRUE
"anchor_08","HOG:0006123","BDIS","HVUL",0.627118644067797,5886,5526,4109,0.743575823380384,0.230912957778732,0.0154161188088374,TRUE
"anchor_08","HOG:0006123","BDIS","HJUB",0.648514851485149,7875,7352,5665,0.770538628944505,0.339763357935649,0.0142424561033532,TRUE
"anchor_08","HOG:0006123","BDIS","BMAX",0.644444444444444,6555,5873,4341,0.739145240933084,0.391869314187092,0.0135588524057579,TRUE
"anchor_08","HOG:0006123","BDIS","BMED",0.630208333333333,7140,6611,4913,0.743155347148692,0.341857875933778,0.0147479266299811,TRUE
"anchor_08","HOG:0006123","BDIS","VBRO",0.687861271676301,6670,6087,4375,0.718744866108099,0.280723176581007,0.0151052813349625,TRUE
"anchor_08","HOG:0006123","BDIS","FPRA",0.635467980295567,7626,7077,5494,0.77631764872121,0.372292727393953,0.0147611113767661,TRUE
"anchor_08","HOG:0006123","BSYL","HVUL",0.50314465408805,3003,2888,2135,0.739265927977839,0.225067146766347,0.014451832553022,TRUE
"anchor_08","HOG:0006123","BSYL","HJUB",0.456410256410256,3741,3599,2706,0.75187552097805,0.206527921983456,0.0153951227846547,TRUE
"anchor_08","HOG:0006123","BSYL","BMAX",0.50609756097561,3321,3126,2185,0.698976327575176,0.174734551971563,0.0152471364243994,TRUE
"anchor_08","HOG:0006123","BSYL","BMED",0.450549450549451,3240,3083,2291,0.743107362958158,0.254147056956992,0.0161418026790716,TRUE
"anchor_08","HOG:0006123","BSYL","VBRO",0.528301886792453,3486,3265,2339,0.716385911179173,0.264824670737941,0.0133596219647467,TRUE
"anchor_08","HOG:0006123","BSYL","FPRA",0.443877551020408,3486,3375,2515,0.745185185185185,0.21688812551592,0.017940460443123,TRUE
"anchor_08","HOG:0006123","HVUL","HJUB",0.596938775510204,6441,6114,4616,0.754988550866863,0.25930495919156,0.014863069336681,TRUE
"anchor_08","HOG:0006123","HVUL","BMAX",0.642857142857143,5671,5175,3798,0.733913043478261,0.284580060431657,0.0143068693400359,TRUE
"anchor_08","HOG:0006123","HVUL","BMED",0.60989010989011,5565,5290,3860,0.729678638941399,0.294510239872134,0.0149125862441874,TRUE
"anchor_08","HOG:0006123","HVUL","VBRO",0.609467455621302,5253,4904,3611,0.736337683523654,0.264201536148344,0.0141304170202696,TRUE
"anchor_08","HOG:0006123","HVUL","FPRA",0.583756345177665,5995,5623,4302,0.765072025609105,0.31840283708145,0.0152630881952493,TRUE
"anchor_08","HOG:0006123","HJUB","BMAX",0.637755102040816,7503,6952,4983,0.716772151898734,0.331411339634526,0.01403030298139,TRUE
"anchor_08","HOG:0006123","HJUB","BMED",0.665024630541872,8001,7446,5620,0.754767660488853,0.315742674746711,0.0143204926232178,TRUE
"anchor_08","HOG:0006123","HJUB","VBRO",0.642487046632124,7260,6825,5034,0.737582417582418,0.300729434062366,0.0144092298210856,TRUE
"anchor_08","HOG:0006123","HJUB","FPRA",0.645161290322581,8911,8368,6461,0.772108030592734,0.332547568633021,0.014528892182353,TRUE
"anchor_08","HOG:0006123","BMAX","BMED",0.644808743169399,6328,5865,4316,0.735890878090367,0.309146141723362,0.0147028951728815,TRUE
"anchor_08","HOG:0006123","BMAX","VBRO",0.686746987951807,6328,5685,4038,0.710290237467018,0.31255445658943,0.0138032820928594,TRUE
"anchor_08","HOG:0006123","BMAX","FPRA",0.658031088082902,7260,6784,4823,0.7109375,0.337634800404134,0.0153472655071407,TRUE
"anchor_08","HOG:0006123","BMED","VBRO",0.622950819672131,6328,5890,4358,0.739898132427844,0.320137958329854,0.0146359373482088,TRUE
"anchor_08","HOG:0006123","BMED","FPRA",0.668316831683168,7750,7254,5600,0.771987868762062,0.406929813698249,0.0139959664586675,TRUE
"anchor_08","HOG:0006123","VBRO","FPRA",0.654450261780105,7021,6576,4855,0.738290754257908,0.342488998937174,0.0159629274028301,TRUE
"anchor_09","HOG:0029484","BDIS","BSYL",0.558139534883721,4095,3881,2652,0.683329038907498,0.231008760090585,0.0162583937173454,TRUE
"anchor_09","HOG:0029484","BDIS","HVUL",0.634285714285714,5886,5376,3810,0.708705357142857,0.301653828782693,0.0150218800578486,TRUE
"anchor_09","HOG:0029484","BDIS","HJUB",0.586734693877551,5886,5597,4428,0.791138109701626,0.388068938838098,0.013660304218958,TRUE
"anchor_09","HOG:0029484","BDIS","BMAX",0.625,5778,5332,3972,0.744936234058515,0.383171267191916,0.0138169516735249,TRUE
"anchor_09","HOG:0029484","BDIS","BMED",0.582352941176471,4753,4557,3678,0.807109940750494,0.386436478327001,0.0142385180075766,TRUE
"anchor_09","HOG:0029484","BDIS","VBRO",0.571428571428571,4465,4232,3163,0.747400756143667,0.312129152835768,0.0150467915893328,TRUE
"anchor_09","HOG:0029484","BDIS","FPRA",0.595121951219512,6441,6105,4805,0.787059787059787,0.386064440164951,0.0145617523339694,TRUE
"anchor_09","HOG:0029484","BSYL","HVUL",0.545454545454545,4278,3895,2461,0.63183568677792,0.22757878509466,0.014788040487301,TRUE
"anchor_09","HOG:0029484","BSYL","HJUB",0.50761421319797,4278,4114,2759,0.670636849781235,0.20290773140621,0.0158759858025954,TRUE
"anchor_09","HOG:0029484","BSYL","BMAX",0.486338797814208,3828,3489,2278,0.652909143020923,0.1906134537809,0.0154202541927688,TRUE
"anchor_09","HOG:0029484","BSYL","BMED",0.46551724137931,3160,3049,2226,0.730075434568711,0.253928044677575,0.0169528419901188,TRUE
"anchor_09","HOG:0029484","BSYL","VBRO",0.497005988023952,3240,3006,2065,0.686959414504325,0.279005719742642,0.01343424995654,TRUE
"anchor_09","HOG:0029484","BSYL","FPRA",0.476415094339623,4465,4250,2768,0.651294117647059,0.226251140714889,0.0180770009793555,TRUE
"anchor_09","HOG:0029484","HVUL","HJUB",0.590909090909091,6105,5741,4227,0.736282877547466,0.242223553496782,0.0151735809156928,TRUE
"anchor_09","HOG:0029484","HVUL","BMAX",0.638418079096045,5886,5327,3748,0.703585507790501,0.267320537113517,0.0145997373834719,TRUE
"anchor_09","HOG:0029484","HVUL","BMED",0.56,4278,4098,3022,0.73743289409468,0.307229249497471,0.0153123739856293,TRUE
"anchor_09","HOG:0029484","HVUL","VBRO",0.549132947976879,4465,4135,2999,0.725272067714631,0.312797557805792,0.0135253956594304,TRUE
"anchor_09","HOG:0029484","HVUL","FPRA",0.614634146341463,6670,6166,4218,0.684073953940967,0.318357925668067,0.0156870462836975,TRUE
"anchor_09","HOG:0029484","HJUB","BMAX",0.598984771573604,6670,6159,4560,0.740379931807112,0.301940513061865,0.0142680088718848,TRUE
"anchor_09","HOG:0029484","HJUB","BMED",0.528205128205128,4851,4708,3999,0.849405267629567,0.327345241866291,0.0139335257592333,TRUE
"anchor_09","HOG:0029484","HJUB","VBRO",0.592391304347826,5565,5171,3864,0.747244246760781,0.333447782904572,0.0139999512400977,TRUE
"anchor_09","HOG:0029484","HJUB","FPRA",0.589285714285714,7140,6562,5193,0.791374580920451,0.360964620827444,0.0142433630476493,TRUE
"anchor_09","HOG:0029484","BMAX","BMED",0.596491228070175,4753,4480,3327,0.742633928571429,0.331588017631758,0.0145817056217554,TRUE
"anchor_09","HOG:0029484","BMAX","VBRO",0.654320987654321,5356,4731,3343,0.706615937433946,0.33239054182412,0.0136535877582092,TRUE
"anchor_09","HOG:0029484","BMAX","FPRA",0.599033816425121,6670,6101,4471,0.732830683494509,0.371326979168871,0.0149368674536095,TRUE
"anchor_09","HOG:0029484","BMED","VBRO",0.56875,3916,3689,2943,0.797777175386284,0.404201432917238,0.0138491789498457,TRUE
"anchor_09","HOG:0029484","BMED","FPRA",0.53921568627451,4950,4713,3972,0.842775302355188,0.451702218457196,0.0131825039935968,TRUE
"anchor_09","HOG:0029484","VBRO","FPRA",0.52970297029703,5356,4876,3626,0.743642329778507,0.436517889658898,0.0149578140618648,TRUE
"anchor_10","HOG:0023085","BDIS","BSYL",0.508771929824561,3321,3219,2419,0.751475613544579,0.216463038546928,0.0158232039691915,TRUE
"anchor_10","HOG:0023085","BDIS","HVUL",0.581920903954802,5151,4874,3835,0.786828067295856,0.224691978490858,0.0153627067904606,TRUE
"anchor_10","HOG:0023085","BDIS","HJUB",0.635,7381,6997,5461,0.780477347434615,0.347458791284303,0.0141472016614824,TRUE
"anchor_10","HOG:0023085","BDIS","BMAX",0.64327485380117,5778,5240,4067,0.776145038167939,0.40060891524057,0.0133950186273817,TRUE
"anchor_10","HOG:0023085","BDIS","BMED",0.617021276595745,6441,6067,4741,0.781440580187902,0.349780578403009,0.0146179697517374,TRUE
"anchor_10","HOG:0023085","BDIS","VBRO",0.676470588235294,6328,5865,4309,0.734697357203751,0.276215771943416,0.0151049081157401,TRUE
"anchor_10","HOG:0023085","BDIS","FPRA",0.626865671641791,7140,6734,5358,0.795663795663796,0.366343082075882,0.0148137911754857,TRUE
"anchor_10","HOG:0023085","BSYL","HVUL",0.503184713375796,2850,2753,2055,0.746458409008354,0.215191023951736,0.0144770789147054,TRUE
"anchor_10","HOG:0023085","BSYL","HJUB",0.473958333333333,3655,3524,2643,0.75,0.201848173214094,0.0153450648047994,TRUE
"anchor_10","HOG:0023085","BSYL","BMAX",0.5,3003,2879,2065,0.71726293852032,0.164060301910219,0.0154080042365388,TRUE
"anchor_10","HOG:0023085","BSYL","BMED",0.485714285714286,3486,3286,2389,0.727023737066342,0.261066433025909,0.016052216288549,TRUE
"anchor_10","HOG:0023085","BSYL","VBRO",0.535031847133758,3486,3255,2338,0.718279569892473,0.250989075061371,0.0134581871839175,TRUE
"anchor_10","HOG:0023085","BSYL","FPRA",0.429292929292929,3403,3329,2502,0.751577050165215,0.196439483147575,0.0180391204632443,TRUE
"anchor_10","HOG:0023085","HVUL","HJUB",0.580310880829015,5671,5492,4329,0.78823743627094,0.244806846410245,0.0148582177303589,TRUE
"anchor_10","HOG:0023085","HVUL","BMAX",0.598765432098765,4560,4289,3362,0.783865702961063,0.285138207363072,0.0141185020549959,TRUE
"anchor_10","HOG:0023085","HVUL","BMED",0.575418994413408,4950,4778,3667,0.76747593135203,0.307119918226458,0.0147563393755247,TRUE
"anchor_10","HOG:0023085","HVUL","VBRO",0.623456790123457,4950,4659,3490,0.749087787078772,0.261585805391562,0.0141268578220945,TRUE
"anchor_10","HOG:0023085","HVUL","FPRA",0.54040404040404,5253,5071,4041,0.796884243738908,0.302938078289011,0.0153558649844235,TRUE
"anchor_10","HOG:0023085","HJUB","BMAX",0.619047619047619,6670,6246,4659,0.745917387127762,0.334283997648085,0.0139331504422446,TRUE
"anchor_10","HOG:0023085","HJUB","BMED",0.628712871287129,7503,7095,5467,0.770542635658915,0.315940357726334,0.0142696325951461,TRUE
"anchor_10","HOG:0023085","HJUB","VBRO",0.648936170212766,6786,6480,4890,0.75462962962963,0.298458544213449,0.0144599629879636,TRUE
"anchor_10","HOG:0023085","HJUB","FPRA",0.607305936073059,8001,7664,6115,0.797886221294363,0.327237316863155,0.0144712763344082,TRUE
"anchor_10","HOG:0023085","BMAX","BMED",0.635838150289017,5886,5519,4196,0.760282659902156,0.308608037581223,0.0146458890121739,TRUE
"anchor_10","HOG:0023085","BMAX","VBRO",0.681528662420382,5671,5197,3808,0.73273042139696,0.315632374473867,0.0137679597985794,TRUE
"anchor_10","HOG:0023085","BMAX","FPRA",0.636363636363636,6441,6087,4503,0.739773287333662,0.319022990421833,0.0154739769693914,TRUE
"anchor_10","HOG:0023085","BMED","VBRO",0.658959537572254,6216,5857,4333,0.739798531671504,0.320442308812459,0.014677297713046,TRUE
"anchor_10","HOG:0023085","BMED","FPRA",0.63681592039801,7260,6880,5444,0.791279069767442,0.406049660063653,0.0139451377758358,TRUE
"anchor_10","HOG:0023085","VBRO","FPRA",0.657754010695187,6670,6326,4829,0.763357571925387,0.335982640136706,0.0159339359565847,TRUE
"anchor_11","HOG:0026770","BDIS","BSYL",0.51685393258427,4005,3769,2662,0.70628814009021,0.231369087605701,0.015750689908092,TRUE
"anchor_11","HOG:0026770","BDIS","HVUL",0.58659217877095,5460,5220,3956,0.757854406130268,0.231592347903873,0.0154004904863518,TRUE
"anchor_11","HOG:0026770","BDIS","HJUB",0.64,7503,7065,5518,0.781033262561925,0.354437726774567,0.0140879267942635,TRUE
"anchor_11","HOG:0026770","BDIS","BMAX",0.610169491525424,5460,5091,3964,0.77862895305441,0.388372380189629,0.0135647451219501,TRUE
"anchor_11","HOG:0026770","BDIS","BMED",0.618556701030928,6786,6348,4823,0.759766855702584,0.352672820234495,0.0146607438907897,TRUE
"anchor_11","HOG:0026770","BDIS","VBRO",0.621468926553672,5886,5477,4026,0.735073945590652,0.276338528314971,0.0151711544753501,TRUE
"anchor_11","HOG:0026770","BDIS","FPRA",0.689473684210526,7750,7288,5592,0.76728869374314,0.358062454086714,0.0149473091227876,TRUE
"anchor_11","HOG:0026770","BSYL","HVUL",0.506172839506173,3081,2955,2118,0.716751269035533,0.223967051392379,0.0145801066411895,TRUE
"anchor_11","HOG:0026770","BSYL","HJUB",0.492227979274611,4005,3852,2800,0.726895119418484,0.206784798820451,0.0154610249469973,TRUE
"anchor_11","HOG:0026770","BSYL","BMAX",0.49390243902439,3160,2990,2103,0.703344481605351,0.18921574559888,0.0153291263342787,TRUE
"anchor_11","HOG:0026770","BSYL","BMED",0.457446808510638,3570,3394,2435,0.717442545668827,0.216826833393886,0.0165344061327957,TRUE
"anchor_11","HOG:0026770","BSYL","VBRO",0.479041916167665,3160,3026,2241,0.74058162590879,0.249762567570364,0.0135109467165473,TRUE
"anchor_11","HOG:0026770","BSYL","FPRA",0.478947368421053,4005,3839,2679,0.697837978640271,0.217434788302427,0.0179050860821165,TRUE
"anchor_11","HOG:0026770","HVUL","HJUB",0.564766839378238,5460,5272,4249,0.805955993930197,0.250291084564714,0.0147713069275796,TRUE
"anchor_11","HOG:0026770","HVUL","BMAX",0.598765432098765,4465,4262,3332,0.781792585640544,0.290108251609947,0.0141619756264537,TRUE
"anchor_11","HOG:0026770","HVUL","BMED",0.540106951871658,4753,4598,3583,0.779251848629839,0.31863770052021,0.0146066751031805,TRUE
"anchor_11","HOG:0026770","HVUL","VBRO",0.581818181818182,4465,4231,3248,0.767667218151737,0.289944037955574,0.0137166015754999,TRUE
"anchor_11","HOG:0026770","HVUL","FPRA",0.560846560846561,5356,5071,4021,0.792940248471702,0.317865363301216,0.0152291874085928,TRUE
"anchor_11","HOG:0026770","HJUB","BMAX",0.569948186528497,5778,5517,4294,0.778321551567881,0.334674875657659,0.0138342448742023,TRUE
"anchor_11","HOG:0026770","HJUB","BMED",0.619512195121951,7503,7165,5492,0.766503838101884,0.318938625608198,0.0142631053966534,TRUE
"anchor_11","HOG:0026770","HJUB","VBRO",0.613756613756614,6328,6055,4629,0.7644921552436,0.286439480678728,0.0145024361681192,TRUE
"anchor_11","HOG:0026770","HJUB","FPRA",0.629807692307692,8128,7758,6135,0.790796597061098,0.330964666662872,0.0145129516567492,TRUE
"anchor_11","HOG:0026770","BMAX","BMED",0.605555555555556,5671,5293,3961,0.748346873228793,0.323763694475837,0.0145136319485306,TRUE
"anchor_11","HOG:0026770","BMAX","VBRO",0.587878787878788,4656,4294,3321,0.773404750815091,0.355275327627773,0.0133069215208214,TRUE
"anchor_11","HOG:0026770","BMAX","FPRA",0.626373626373626,5778,5498,4208,0.76536922517279,0.325925916480918,0.0153994128450024,TRUE
"anchor_11","HOG:0026770","BMED","VBRO",0.64406779661017,5995,5551,4107,0.739866690686363,0.348128008086832,0.0143749451608323,TRUE
"anchor_11","HOG:0026770","BMED","FPRA",0.692708333333333,7260,6846,5425,0.792433537832311,0.413463585002737,0.0139380104321028,TRUE
"anchor_11","HOG:0026770","VBRO","FPRA",0.637362637362637,6105,5681,4401,0.774687555007921,0.388983685545696,0.0154709589765433,TRUE
"anchor_12","HOG:0012056","BDIS","BSYL",0.488636363636364,3240,3092,2285,0.739003880983182,0.237393691533777,0.0156987885434484,TRUE
"anchor_12","HOG:0012056","BDIS","HVUL",0.543956043956044,4753,4595,3691,0.803264417845484,0.23060151118313,0.0152469030134953,TRUE
"anchor_12","HOG:0012056","BDIS","HJUB",0.629268292682927,7381,6930,5448,0.786147186147186,0.352583743076965,0.014059106834108,TRUE
"anchor_12","HOG:0012056","BDIS","BMAX",0.587912087912088,5356,4950,3782,0.764040404040404,0.381206742069191,0.0135266968456694,TRUE
"anchor_12","HOG:0012056","BDIS","BMED",0.585106382978723,5671,5419,4386,0.809374423325337,0.352173730182221,0.0144963205207431,TRUE
"anchor_12","HOG:0012056","BDIS","VBRO",0.585227272727273,5050,4759,3704,0.778314772010927,0.318070002147077,0.0144208556849514,TRUE
"anchor_12","HOG:0012056","BDIS","FPRA",0.636363636363636,7021,6658,5292,0.794833283268249,0.351343465147246,0.0149625654474597,TRUE
"anchor_12","HOG:0012056","BSYL","HVUL",0.509803921568627,2701,2599,2003,0.770681031165833,0.23557738033992,0.014399744461187,TRUE
"anchor_12","HOG:0012056","BSYL","HJUB",0.463917525773196,3486,3379,2544,0.75288546907369,0.213484040788161,0.0153684800314554,TRUE
"anchor_12","HOG:0012056","BSYL","BMAX",0.49375,2926,2762,1974,0.714699493120927,0.172696610187343,0.0153353199437015,TRUE
"anchor_12","HOG:0012056","BSYL","BMED",0.450292397660819,2850,2747,2121,0.772115034583182,0.233618108002722,0.0165075677603213,TRUE
"anchor_12","HOG:0012056","BSYL","VBRO",0.506578947368421,2850,2731,2072,0.758696448187477,0.281918461705469,0.0131025760891645,TRUE
"anchor_12","HOG:0012056","BSYL","FPRA",0.427083333333333,3240,3158,2383,0.754591513616213,0.217714498958363,0.0180689548684067,TRUE
"anchor_12","HOG:0012056","HVUL","HJUB",0.561855670103093,5565,5354,4233,0.790623832648487,0.258442222796304,0.0147162673330733,TRUE
"anchor_12","HOG:0012056","HVUL","BMAX",0.592592592592593,4560,4295,3311,0.770896391152503,0.280147492051444,0.0142468019667293,TRUE
"anchor_12","HOG:0012056","HVUL","BMED",0.570588235294118,4371,4253,3385,0.795908770279802,0.305077790734652,0.0146968598373194,TRUE
"anchor_12","HOG:0012056","HVUL","VBRO",0.61038961038961,4278,4083,3181,0.779084006857703,0.271806006592984,0.0138758564934013,TRUE
"anchor_12","HOG:0012056","HVUL","FPRA",0.575268817204301,5151,4937,3990,0.808183107150091,0.314272130535961,0.0151546029340853,TRUE
"anchor_12","HOG:0012056","HJUB","BMAX",0.594871794871795,6670,6218,4529,0.728369250562882,0.346985971557989,0.0137617237806128,TRUE
"anchor_12","HOG:0012056","HJUB","BMED",0.608040201005025,6786,6424,5055,0.786892901618929,0.338674266951231,0.0140053834903221,TRUE
"anchor_12","HOG:0012056","HJUB","VBRO",0.575916230366492,5671,5416,4332,0.799852289512555,0.323690138519193,0.0138765091221553,TRUE
"anchor_12","HOG:0012056","HJUB","FPRA",0.663461538461538,8385,7914,6207,0.784306292645944,0.330550615702571,0.0145697788236769,TRUE
"anchor_12","HOG:0012056","BMAX","BMED",0.608187134502924,5050,4783,3704,0.774409366506377,0.338737629238511,0.0142468748019969,TRUE
"anchor_12","HOG:0012056","BMAX","VBRO",0.580246913580247,4278,4059,3223,0.794037940379404,0.333536219882948,0.013355570545181,TRUE
"anchor_12","HOG:0012056","BMAX","FPRA",0.609625668449198,6105,5671,4200,0.740610121671663,0.351474744968401,0.0149704880475671,TRUE
"anchor_12","HOG:0012056","BMED","VBRO",0.596385542168675,4560,4409,3558,0.806985711045589,0.366726818975359,0.0142074688281995,TRUE
"anchor_12","HOG:0012056","BMED","FPRA",0.64021164021164,6441,6124,5001,0.816623122142391,0.410937360851608,0.0137642339860565,TRUE
"anchor_12","HOG:0012056","VBRO","FPRA",0.598901098901099,5253,5073,4120,0.812142716341415,0.349859116222081,0.0157239565810268,TRUE
