"anchor_id","anchor_hog","species1","species2","scope","comparison_type","n_matched_contexts","deployment_correlation","deployment_mean_abs_distance"
"anchor_03","HOG:0011532","BDIS","BSYL","root","tissue_specific",5,-0.806825974911558,0.0671246594638097
"anchor_03","HOG:0011532","BDIS","BSYL","within_tissue_centered","combined_sensitivity",10,0.706477780462562,0.0538619973265014
"anchor_03","HOG:0011532","BDIS","HVUL","leaf","tissue_specific",5,0.926674091217336,0.10684860014977
"anchor_03","HOG:0011532","BDIS","HVUL","root","tissue_specific",5,0.0948224065115813,0.0480930917331772
"anchor_03","HOG:0011532","BDIS","HVUL","within_tissue_centered","combined_sensitivity",10,0.846362285949242,0.0660627594179057
"anchor_03","HOG:0011532","BDIS","HJUB","leaf","tissue_specific",5,0.767860993181186,0.0436406245875473
"anchor_03","HOG:0011532","BDIS","HJUB","root","tissue_specific",5,0.42798762042114,0.0514029023025444
"anchor_03","HOG:0011532","BDIS","HJUB","within_tissue_centered","combined_sensitivity",10,0.67826880491679,0.0269638750295342
"anchor_03","HOG:0011532","BDIS","BMAX","leaf","tissue_specific",5,0.834754582885791,0.0418208401088216
"anchor_03","HOG:0011532","BDIS","BMAX","root","tissue_specific",5,0.820566940819143,0.0463943756594703
"anchor_03","HOG:0011532","BDIS","BMAX","within_tissue_centered","combined_sensitivity",10,0.765742138939846,0.0456640944504849
"anchor_03","HOG:0011532","BDIS","BMED","leaf","tissue_specific",5,0.787991747461101,0.0405578389266316
"anchor_03","HOG:0011532","BDIS","BMED","root","tissue_specific",5,-0.711547694960391,0.0298460789816826
"anchor_03","HOG:0011532","BDIS","BMED","within_tissue_centered","combined_sensitivity",10,0.668514654077212,0.0354314257742365
"anchor_03","HOG:0011532","BDIS","VBRO","leaf","tissue_specific",5,0.834406956196256,0.0571110513207944
"anchor_03","HOG:0011532","BDIS","VBRO","root","tissue_specific",5,0.585696373044606,0.0427546716828007
"anchor_03","HOG:0011532","BDIS","VBRO","within_tissue_centered","combined_sensitivity",10,0.789663045706995,0.0436677466020304
"anchor_03","HOG:0011532","BDIS","FPRA","leaf","tissue_specific",5,0.975219635801461,0.0589575287296104
"anchor_03","HOG:0011532","BDIS","FPRA","root","tissue_specific",5,0.255291664826367,0.0169495904778476
"anchor_03","HOG:0011532","BDIS","FPRA","within_tissue_centered","combined_sensitivity",10,0.941183356674749,0.0227803120805775
"anchor_03","HOG:0011532","BSYL","HVUL","leaf","tissue_specific",5,0.903349105306323,0.0830559171417845
"anchor_03","HOG:0011532","BSYL","HVUL","root","tissue_specific",5,-0.310291328592945,0.0860827775747115
"anchor_03","HOG:0011532","BSYL","HVUL","within_tissue_centered","combined_sensitivity",10,0.719345119190237,0.068823364234988
"anchor_03","HOG:0011532","BSYL","HJUB","leaf","tissue_specific",5,0.959692992433505,0.067433307595533
"anchor_03","HOG:0011532","BSYL","HJUB","root","tissue_specific",5,-0.0457928369870417,0.0396354968906548
"anchor_03","HOG:0011532","BSYL","HJUB","within_tissue_centered","combined_sensitivity",10,0.717698888862392,0.0508105529910874
"anchor_03","HOG:0011532","BSYL","BMAX","leaf","tissue_specific",5,0.899269454190635,0.0504291356331474
"anchor_03","HOG:0011532","BSYL","BMAX","root","tissue_specific",5,-0.398097032707491,0.0826127507078806
"anchor_03","HOG:0011532","BSYL","BMAX","within_tissue_centered","combined_sensitivity",10,0.55389994452033,0.0559603410761837
"anchor_03","HOG:0011532","BSYL","BMED","leaf","tissue_specific",5,0.4790077306112,0.0806389699736012
"anchor_03","HOG:0011532","BSYL","BMED","root","tissue_specific",5,0.365963409628812,0.0794501769833271
"anchor_03","HOG:0011532","BSYL","BMED","within_tissue_centered","combined_sensitivity",10,0.461552016690479,0.0613696344304337
"anchor_03","HOG:0011532","BSYL","VBRO","leaf","tissue_specific",5,0.989622176841307,0.0184060841635795
"anchor_03","HOG:0011532","BSYL","VBRO","root","tissue_specific",5,-0.513581013417702,0.0806285139229859
"anchor_03","HOG:0011532","BSYL","VBRO","within_tissue_centered","combined_sensitivity",10,0.716011540617273,0.0469374254991716
"anchor_03","HOG:0011532","BSYL","FPRA","leaf","tissue_specific",5,0.880629699798298,0.0665726999886382
"anchor_03","HOG:0011532","BSYL","FPRA","root","tissue_specific",5,-0.66251015357961,0.0804569430540285
"anchor_03","HOG:0011532","BSYL","FPRA","within_tissue_centered","combined_sensitivity",10,0.735401416119796,0.0426435808856844
"anchor_03","HOG:0011532","HVUL","HJUB","leaf","tissue_specific",5,0.751167213614342,0.150489224737318
"anchor_03","HOG:0011532","HVUL","HJUB","root","tissue_specific",5,0.064926853569959,0.0716850446924163
"anchor_03","HOG:0011532","HVUL","HJUB","within_tissue_centered","combined_sensitivity",10,0.596587939599382,0.0735874952745534
"anchor_03","HOG:0011532","HVUL","BMAX","leaf","tissue_specific",5,0.688373398836738,0.086050419202503
"anchor_03","HOG:0011532","HVUL","BMAX","root","tissue_specific",5,0.0829466481603623,0.0789492681836945
"anchor_03","HOG:0011532","HVUL","BMAX","within_tissue_centered","combined_sensitivity",10,0.530160239884823,0.0869593007511238
"anchor_03","HOG:0011532","HVUL","BMED","leaf","tissue_specific",5,0.569214713551367,0.0979320881690602
"anchor_03","HOG:0011532","HVUL","BMED","root","tissue_specific",5,0.0936261637174254,0.0604333353126846
"anchor_03","HOG:0011532","HVUL","BMED","within_tissue_centered","combined_sensitivity",10,0.512950052647637,0.0803623079955776
"anchor_03","HOG:0011532","HVUL","VBRO","leaf","tissue_specific",5,0.860015240754011,0.0832171673374648
"anchor_03","HOG:0011532","HVUL","VBRO","root","tissue_specific",5,-0.652462455454043,0.0888772165098795
"anchor_03","HOG:0011532","HVUL","VBRO","within_tissue_centered","combined_sensitivity",10,0.616312120649107,0.0751816286433673
"anchor_03","HOG:0011532","HVUL","FPRA","leaf","tissue_specific",5,0.96192701890868,0.062309198030888
"anchor_03","HOG:0011532","HVUL","FPRA","root","tissue_specific",5,0.739986112062959,0.0337917231957872
"anchor_03","HOG:0011532","HVUL","FPRA","within_tissue_centered","combined_sensitivity",10,0.930859682227351,0.0503400349084969
"anchor_03","HOG:0011532","HJUB","BMAX","leaf","tissue_specific",5,0.933884543407667,0.0677246971951077
"anchor_03","HOG:0011532","HJUB","BMAX","root","tissue_specific",5,0.835599386028094,0.0611721470094627
