"anchor_id","anchor_hog","species","tissue","n_time_points","mean_activity","early_to_late","early_day","late_day"
"anchor_10","HOG:0023085","BDIS","leaf",5,0.708345385142729,-0.11235642446976,7.47957433613505,56.4998699010652
"anchor_10","HOG:0023085","BDIS","root",5,-0.6655743256269,0.0372341750413505,7.47957433613505,56.4998699010652
"anchor_10","HOG:0023085","BMAX","leaf",5,0.764388312673816,-0.157098535429172,7.47957433613505,56.4998699010652
"anchor_10","HOG:0023085","BMAX","root",5,-0.648800571699255,0.102196757032693,7.47957433613505,56.4998699010652
"anchor_10","HOG:0023085","BMED","leaf",5,0.733764171230286,-0.115142404474476,7.47957433613505,56.4998699010652
"anchor_10","HOG:0023085","BMED","root",5,-0.636046913219671,-0.01444002252046,7.47957433613505,56.4998699010652
"anchor_10","HOG:0023085","BSYL","leaf",5,0.7166635514669,-0.253259630726722,7.47957433613505,56.4998699010652
"anchor_10","HOG:0023085","BSYL","root",5,-0.702226544538314,-0.0521525050027378,7.47957433613505,56.4998699010652
"anchor_10","HOG:0023085","FPRA","leaf",5,0.783078017717989,-0.23591608871054,7.47957433613505,56.4998699010652
"anchor_10","HOG:0023085","FPRA","root",5,-0.636628554291066,-0.000594003117010744,7.47957433613505,56.4998699010652
"anchor_10","HOG:0023085","HJUB","leaf",5,0.683414278848137,-0.0982310497288451,7.47957433613505,56.4998699010652
"anchor_10","HOG:0023085","HJUB","root",5,-0.707381903313118,0.0815710148952011,7.47957433613505,56.4998699010652
"anchor_10","HOG:0023085","HVUL","leaf",5,0.796864730657373,-0.482207721660852,7.47957433613505,56.4998699010652
"anchor_10","HOG:0023085","HVUL","root",5,-0.645483142239661,0.0117115704390562,7.47957433613505,56.4998699010652
"anchor_10","HOG:0023085","VBRO","leaf",5,0.777236480797507,-0.241613870214088,7.47957433613505,56.4998699010652
"anchor_10","HOG:0023085","VBRO","root",5,-0.657231413440278,0.0520125085177443,7.47957433613505,56.4998699010652
"anchor_11","HOG:0026770","BDIS","leaf",5,0.712459253102014,-0.123890822726876,7.47957433613505,56.4998699010652
