"anchor_id","anchor_hog","tissue","feature","interpretation","median_annual_minus_perennial","n_annual_higher","n_perennial_higher","n_equal","majority_direction","n_agreeing_with_majority","pair_consistency","absolute_median_contrast","discovery_rank"
"anchor_203","HOG:0018504","root","early_to_late","last minus first matched time-point module activity",-0.1399153470972,1,3,0,"perennial_higher",3,0.75,0.1399153470972,327
"anchor_145","HOG:0026774","root","mean_activity","equal-time-point mean module activity within tissue",0.139706489366206,3,1,0,"annual_higher",3,0.75,0.139706489366206,328
"anchor_298","HOG:0003541","leaf","mean_activity","equal-time-point mean module activity within tissue",0.138353212925215,3,1,0,"annual_higher",3,0.75,0.138353212925215,329
"anchor_330","HOG:0025801","root","early_to_late","last minus first matched time-point module activity",0.13789712095327,3,1,0,"annual_higher",3,0.75,0.13789712095327,330
"anchor_248","HOG:0028647","leaf","early_to_late","last minus first matched time-point module activity",-0.137288620357113,1,3,0,"perennial_higher",3,0.75,0.137288620357113,331
"anchor_237","HOG:0026838","root","mean_activity","equal-time-point mean module activity within tissue",0.137059460408982,3,1,0,"annual_higher",3,0.75,0.137059460408982,332
"anchor_194","HOG:0030883","leaf","early_to_late","last minus first matched time-point module activity",-0.136146448062713,1,3,0,"perennial_higher",3,0.75,0.136146448062713,333
"anchor_248","HOG:0028647","root","early_to_late","last minus first matched time-point module activity",-0.136009374058739,1,3,0,"perennial_higher",3,0.75,0.136009374058739,334
"anchor_75","HOG:0016636","leaf","early_to_late","last minus first matched time-point module activity",-0.13500887794702,1,3,0,"perennial_higher",3,0.75,0.13500887794702,335
"anchor_167","HOG:0027529","leaf","early_to_late","last minus first matched time-point module activity",-0.133576186760443,1,3,0,"perennial_higher",3,0.75,0.133576186760443,336
"anchor_230","HOG:0012102","leaf","early_to_late","last minus first matched time-point module activity",-0.133277320561534,1,3,0,"perennial_higher",3,0.75,0.133277320561534,337
"anchor_280","HOG:0026707","root","early_to_late","last minus first matched time-point module activity",-0.133123128534706,1,3,0,"perennial_higher",3,0.75,0.133123128534706,338
"anchor_151","HOG:0028263","root","early_to_late","last minus first matched time-point module activity",0.132786221602544,3,1,0,"annual_higher",3,0.75,0.132786221602544,339
"anchor_242","HOG:0017189","root","mean_activity","equal-time-point mean module activity within tissue",-0.131924211724146,1,3,0,"perennial_higher",3,0.75,0.131924211724146,340
"anchor_324","HOG:0023427","root","early_to_late","last minus first matched time-point module activity",0.131319014689596,3,1,0,"annual_higher",3,0.75,0.131319014689596,341
"anchor_227","HOG:0032920","leaf","mean_activity","equal-time-point mean module activity within tissue",0.131127219263072,3,1,0,"annual_higher",3,0.75,0.131127219263072,342
"anchor_198","HOG:0005877","root","early_to_late","last minus first matched time-point module activity",0.130283291099931,3,1,0,"annual_higher",3,0.75,0.130283291099931,343
"anchor_297","HOG:0028197","root","mean_activity","equal-time-point mean module activity within tissue",0.130228370989385,3,1,0,"annual_higher",3,0.75,0.130228370989385,344
"anchor_233","HOG:0016200","leaf","early_to_late","last minus first matched time-point module activity",-0.129811154988685,1,3,0,"perennial_higher",3,0.75,0.129811154988685,345
"anchor_168","HOG:0000122","root","mean_activity","equal-time-point mean module activity within tissue",-0.129732084209774,1,3,0,"perennial_higher",3,0.75,0.129732084209774,346
"anchor_240","HOG:0007813","leaf","early_to_late","last minus first matched time-point module activity",-0.128777387275711,1,3,0,"perennial_higher",3,0.75,0.128777387275711,347
"anchor_151","HOG:0028263","leaf","early_to_late","last minus first matched time-point module activity",0.128631420513569,3,1,0,"annual_higher",3,0.75,0.128631420513569,348
"anchor_151","HOG:0028263","leaf","mean_activity","equal-time-point mean module activity within tissue",-0.127832865905901,1,3,0,"perennial_higher",3,0.75,0.127832865905901,349
"anchor_241","HOG:0026507","leaf","early_to_late","last minus first matched time-point module activity",-0.127594267563657,1,3,0,"perennial_higher",3,0.75,0.127594267563657,350
"anchor_218","HOG:0029429","leaf","mean_activity","equal-time-point mean module activity within tissue",-0.127077319275935,1,3,0,"perennial_higher",3,0.75,0.127077319275935,351
"anchor_269","HOG:0016116","leaf","mean_activity","equal-time-point mean module activity within tissue",-0.126085650231885,1,3,0,"perennial_higher",3,0.75,0.126085650231885,352
"anchor_117","HOG:0021123","leaf","mean_activity","equal-time-point mean module activity within tissue",-0.126016285995602,1,3,0,"perennial_higher",3,0.75,0.126016285995602,353
"anchor_327","HOG:0026946","root","mean_activity","equal-time-point mean module activity within tissue",0.125954636103002,3,1,0,"annual_higher",3,0.75,0.125954636103002,354
"anchor_325","HOG:0011775","root","mean_activity","equal-time-point mean module activity within tissue",0.125479934818583,3,1,0,"annual_higher",3,0.75,0.125479934818583,355
"anchor_86","HOG:0026902","root","early_to_late","last minus first matched time-point module activity",0.125058565731516,3,1,0,"annual_higher",3,0.75,0.125058565731516,356
"anchor_216","HOG:0016625","leaf","early_to_late","last minus first matched time-point module activity",-0.124946744794999,1,3,0,"perennial_higher",3,0.75,0.124946744794999,357
"anchor_210","HOG:0012540","leaf","early_to_late","last minus first matched time-point module activity",-0.124640206768375,1,3,0,"perennial_higher",3,0.75,0.124640206768375,358
"anchor_142","HOG:0029540","root","mean_activity","equal-time-point mean module activity within tissue",-0.12444081151244,1,3,0,"perennial_higher",3,0.75,0.12444081151244,359
"anchor_216","HOG:0016625","root","early_to_late","last minus first matched time-point module activity",-0.124409233891266,1,3,0,"perennial_higher",3,0.75,0.124409233891266,360
"anchor_134","HOG:0030881","leaf","early_to_late","last minus first matched time-point module activity",-0.124057472265683,1,3,0,"perennial_higher",3,0.75,0.124057472265683,361
"anchor_187","HOG:0010929","root","early_to_late","last minus first matched time-point module activity",0.123986283647015,3,1,0,"annual_higher",3,0.75,0.123986283647015,362
"anchor_257","HOG:0011942","leaf","early_to_late","last minus first matched time-point module activity",-0.12375453228639,1,3,0,"perennial_higher",3,0.75,0.12375453228639,363
"anchor_329","HOG:0014208","root","mean_activity","equal-time-point mean module activity within tissue",-0.123584820605497,1,3,0,"perennial_higher",3,0.75,0.123584820605497,364
"anchor_181","HOG:0011544","leaf","early_to_late","last minus first matched time-point module activity",-0.123512738782525,1,3,0,"perennial_higher",3,0.75,0.123512738782525,365
"anchor_43","HOG:0006505","leaf","mean_activity","equal-time-point mean module activity within tissue",0.123263381710378,3,1,0,"annual_higher",3,0.75,0.123263381710378,366
"anchor_290","HOG:0031056","root","early_to_late","last minus first matched time-point module activity",-0.12248140183388,1,3,0,"perennial_higher",3,0.75,0.12248140183388,367
"anchor_297","HOG:0028197","leaf","early_to_late","last minus first matched time-point module activity",0.122056539375169,3,1,0,"annual_higher",3,0.75,0.122056539375169,368
"anchor_223","HOG:0013389","root","mean_activity","equal-time-point mean module activity within tissue",-0.121878414336973,1,3,0,"perennial_higher",3,0.75,0.121878414336973,369
"anchor_222","HOG:0032963","root","early_to_late","last minus first matched time-point module activity",0.12173171916312,3,1,0,"annual_higher",3,0.75,0.12173171916312,370
"anchor_299","HOG:0025316","root","early_to_late","last minus first matched time-point module activity",-0.121696309885487,1,3,0,"perennial_higher",3,0.75,0.121696309885487,371
"anchor_235","HOG:0017160","root","mean_activity","equal-time-point mean module activity within tissue",-0.121144244313743,1,3,0,"perennial_higher",3,0.75,0.121144244313743,372
"anchor_218","HOG:0029429","leaf","early_to_late","last minus first matched time-point module activity",-0.120799911387526,1,3,0,"perennial_higher",3,0.75,0.120799911387526,373
"anchor_117","HOG:0021123","root","mean_activity","equal-time-point mean module activity within tissue",-0.120233953256487,1,3,0,"perennial_higher",3,0.75,0.120233953256487,374
"anchor_168","HOG:0000122","leaf","mean_activity","equal-time-point mean module activity within tissue",-0.119310538409813,1,3,0,"perennial_higher",3,0.75,0.119310538409813,375
"anchor_252","HOG:0022123","root","early_to_late","last minus first matched time-point module activity",-0.119272219194229,1,3,0,"perennial_higher",3,0.75,0.119272219194229,376
"anchor_160","HOG:0024444","root","early_to_late","last minus first matched time-point module activity",0.119257855082151,3,1,0,"annual_higher",3,0.75,0.119257855082151,377
"anchor_243","HOG:0012390","root","early_to_late","last minus first matched time-point module activity",-0.118460316086432,1,3,0,"perennial_higher",3,0.75,0.118460316086432,378
"anchor_118","HOG:0028661","leaf","early_to_late","last minus first matched time-point module activity",-0.117572030459014,1,3,0,"perennial_higher",3,0.75,0.117572030459014,379
"anchor_84","HOG:0030062","leaf","early_to_late","last minus first matched time-point module activity",-0.116933204427336,1,3,0,"perennial_higher",3,0.75,0.116933204427336,380
"anchor_258","HOG:0027091","root","early_to_late","last minus first matched time-point module activity",-0.116400236540586,1,3,0,"perennial_higher",3,0.75,0.116400236540586,381
"anchor_128","HOG:0024976","leaf","mean_activity","equal-time-point mean module activity within tissue",-0.115889482406214,1,3,0,"perennial_higher",3,0.75,0.115889482406214,382
"anchor_245","HOG:0026703","leaf","mean_activity","equal-time-point mean module activity within tissue",-0.114676477958366,1,3,0,"perennial_higher",3,0.75,0.114676477958366,383
"anchor_208","HOG:0027147","leaf","mean_activity","equal-time-point mean module activity within tissue",0.114220201130416,3,1,0,"annual_higher",3,0.75,0.114220201130416,384
"anchor_260","HOG:0012011","leaf","early_to_late","last minus first matched time-point module activity",-0.114180191146214,1,3,0,"perennial_higher",3,0.75,0.114180191146214,385
"anchor_200","HOG:0005639","root","early_to_late","last minus first matched time-point module activity",0.11416164526759,3,1,0,"annual_higher",3,0.75,0.11416164526759,386
"anchor_116","HOG:0023564","leaf","early_to_late","last minus first matched time-point module activity",-0.113377345825802,1,3,0,"perennial_higher",3,0.75,0.113377345825802,387
"anchor_293","HOG:0027601","root","early_to_late","last minus first matched time-point module activity",-0.112593636912058,1,3,0,"perennial_higher",3,0.75,0.112593636912058,388
"anchor_143","HOG:0006346","leaf","early_to_late","last minus first matched time-point module activity",-0.111960807080848,1,3,0,"perennial_higher",3,0.75,0.111960807080848,389
"anchor_262","HOG:0023896","leaf","mean_activity","equal-time-point mean module activity within tissue",-0.111177206573062,1,3,0,"perennial_higher",3,0.75,0.111177206573062,390
"anchor_276","HOG:0007697","root","early_to_late","last minus first matched time-point module activity",-0.110894708680768,1,3,0,"perennial_higher",3,0.75,0.110894708680768,391
"anchor_179","HOG:0031227","root","mean_activity","equal-time-point mean module activity within tissue",0.109653313334561,3,1,0,"annual_higher",3,0.75,0.109653313334561,392
"anchor_272","HOG:0027413","leaf","mean_activity","equal-time-point mean module activity within tissue",-0.10956897098259,1,3,0,"perennial_higher",3,0.75,0.10956897098259,393
"anchor_80","HOG:0025232","root","early_to_late","last minus first matched time-point module activity",0.109139803618625,3,1,0,"annual_higher",3,0.75,0.109139803618625,394
"anchor_250","HOG:0006334","root","early_to_late","last minus first matched time-point module activity",0.108520645703705,3,1,0,"annual_higher",3,0.75,0.108520645703705,395
"anchor_313","HOG:0007849","leaf","early_to_late","last minus first matched time-point module activity",-0.108487671021317,1,3,0,"perennial_higher",3,0.75,0.108487671021317,396
"anchor_315","HOG:0008733","leaf","mean_activity","equal-time-point mean module activity within tissue",0.108074229246817,3,1,0,"annual_higher",3,0.75,0.108074229246817,397
"anchor_287","HOG:0028018","leaf","early_to_late","last minus first matched time-point module activity",-0.107694499063049,1,3,0,"perennial_higher",3,0.75,0.107694499063049,398
"anchor_182","HOG:0027090","root","early_to_late","last minus first matched time-point module activity",-0.107490046701911,1,3,0,"perennial_higher",3,0.75,0.107490046701911,399
"anchor_316","HOG:0000079","root","early_to_late","last minus first matched time-point module activity",-0.107015987204049,1,3,0,"perennial_higher",3,0.75,0.107015987204049,400
"anchor_274","HOG:0019536","leaf","mean_activity","equal-time-point mean module activity within tissue",-0.106828097851424,1,3,0,"perennial_higher",3,0.75,0.106828097851424,401
"anchor_315","HOG:0008733","leaf","early_to_late","last minus first matched time-point module activity",-0.106427799318095,1,3,0,"perennial_higher",3,0.75,0.106427799318095,402
"anchor_24","HOG:0031321","root","early_to_late","last minus first matched time-point module activity",0.105457704237878,3,1,0,"annual_higher",3,0.75,0.105457704237878,403
"anchor_281","HOG:0011064","leaf","early_to_late","last minus first matched time-point module activity",-0.105255809098316,1,3,0,"perennial_higher",3,0.75,0.105255809098316,404
"anchor_300","HOG:0023036","root","early_to_late","last minus first matched time-point module activity",-0.104511180347736,1,3,0,"perennial_higher",3,0.75,0.104511180347736,405
"anchor_208","HOG:0027147","leaf","early_to_late","last minus first matched time-point module activity",-0.104480080526812,1,3,0,"perennial_higher",3,0.75,0.104480080526812,406
"anchor_67","HOG:0031129","leaf","early_to_late","last minus first matched time-point module activity",-0.104142163095183,1,3,0,"perennial_higher",3,0.75,0.104142163095183,407
"anchor_154","HOG:0023439","leaf","mean_activity","equal-time-point mean module activity within tissue",-0.103780764455533,1,3,0,"perennial_higher",3,0.75,0.103780764455533,408
"anchor_113","HOG:0024337","leaf","mean_activity","equal-time-point mean module activity within tissue",-0.102699762641828,1,3,0,"perennial_higher",3,0.75,0.102699762641828,409
"anchor_99","HOG:0031473","root","early_to_late","last minus first matched time-point module activity",0.102397894280315,3,1,0,"annual_higher",3,0.75,0.102397894280315,410
"anchor_304","HOG:0027032","leaf","early_to_late","last minus first matched time-point module activity",-0.101606011216141,1,3,0,"perennial_higher",3,0.75,0.101606011216141,411
"anchor_107","HOG:0020293","leaf","early_to_late","last minus first matched time-point module activity",-0.101559962346404,1,3,0,"perennial_higher",3,0.75,0.101559962346404,412
"anchor_252","HOG:0022123","root","mean_activity","equal-time-point mean module activity within tissue",-0.101547140097366,1,3,0,"perennial_higher",3,0.75,0.101547140097366,413
"anchor_113","HOG:0024337","root","mean_activity","equal-time-point mean module activity within tissue",-0.10131384423304,1,3,0,"perennial_higher",3,0.75,0.10131384423304,414
"anchor_140","HOG:0032765","root","early_to_late","last minus first matched time-point module activity",0.10120775977205,3,1,0,"annual_higher",3,0.75,0.10120775977205,415
"anchor_269","HOG:0016116","root","early_to_late","last minus first matched time-point module activity",-0.100650763629085,1,3,0,"perennial_higher",3,0.75,0.100650763629085,416
"anchor_108","HOG:0033256","root","early_to_late","last minus first matched time-point module activity",0.100624118535609,3,1,0,"annual_higher",3,0.75,0.100624118535609,417
"anchor_110","HOG:0028395","leaf","mean_activity","equal-time-point mean module activity within tissue",-0.0991943888574852,1,3,0,"perennial_higher",3,0.75,0.0991943888574852,418
"anchor_130","HOG:0024495","leaf","mean_activity","equal-time-point mean module activity within tissue",-0.099020189662589,1,3,0,"perennial_higher",3,0.75,0.099020189662589,419
"anchor_212","HOG:0018037","leaf","early_to_late","last minus first matched time-point module activity",-0.099001626106406,1,3,0,"perennial_higher",3,0.75,0.099001626106406,420
"anchor_284","HOG:0022810","root","early_to_late","last minus first matched time-point module activity",-0.0981340116074622,1,3,0,"perennial_higher",3,0.75,0.0981340116074622,421
"anchor_249","HOG:0016944","leaf","early_to_late","last minus first matched time-point module activity",-0.09727856714406,1,3,0,"perennial_higher",3,0.75,0.09727856714406,422
"anchor_46","HOG:0021895","leaf","mean_activity","equal-time-point mean module activity within tissue",0.0967112206277762,3,1,0,"annual_higher",3,0.75,0.0967112206277762,423
"anchor_98","HOG:0018100","root","early_to_late","last minus first matched time-point module activity",0.0966005897562082,3,1,0,"annual_higher",3,0.75,0.0966005897562082,424
"anchor_172","HOG:0007645","root","early_to_late","last minus first matched time-point module activity",0.0962233079106114,3,1,0,"annual_higher",3,0.75,0.0962233079106114,425
"anchor_03","HOG:0011532","root","early_to_late","last minus first matched time-point module activity",0.0958487585094152,3,1,0,"annual_higher",3,0.75,0.0958487585094152,426
"anchor_144","HOG:0028381","leaf","early_to_late","last minus first matched time-point module activity",-0.0941725560160755,1,3,0,"perennial_higher",3,0.75,0.0941725560160755,427
"anchor_91","HOG:0023227","root","mean_activity","equal-time-point mean module activity within tissue",-0.0941101084603909,1,3,0,"perennial_higher",3,0.75,0.0941101084603909,428
"anchor_101","HOG:0007833","root","mean_activity","equal-time-point mean module activity within tissue",-0.0940394755874995,1,3,0,"perennial_higher",3,0.75,0.0940394755874995,429
"anchor_261","HOG:0028718","root","early_to_late","last minus first matched time-point module activity",0.0935389650572047,3,1,0,"annual_higher",3,0.75,0.0935389650572047,430
"anchor_209","HOG:0024277","leaf","mean_activity","equal-time-point mean module activity within tissue",-0.0934926780719542,1,3,0,"perennial_higher",3,0.75,0.0934926780719542,431
"anchor_47","HOG:0020310","root","early_to_late","last minus first matched time-point module activity",0.0933260157301686,3,1,0,"annual_higher",3,0.75,0.0933260157301686,432
"anchor_220","HOG:0011715","root","early_to_late","last minus first matched time-point module activity",0.0933087942855754,3,1,0,"annual_higher",3,0.75,0.0933087942855754,433
"anchor_224","HOG:0020382","root","early_to_late","last minus first matched time-point module activity",-0.0923640267818569,1,3,0,"perennial_higher",3,0.75,0.0923640267818569,434
"anchor_73","HOG:0029110","root","early_to_late","last minus first matched time-point module activity",0.0920063142717272,3,1,0,"annual_higher",3,0.75,0.0920063142717272,435
"anchor_254","HOG:0024990","leaf","early_to_late","last minus first matched time-point module activity",-0.0918410628462936,1,3,0,"perennial_higher",3,0.75,0.0918410628462936,436
"anchor_76","HOG:0016566","leaf","mean_activity","equal-time-point mean module activity within tissue",0.0917796771026888,3,1,0,"annual_higher",3,0.75,0.0917796771026888,437
"anchor_107","HOG:0020293","leaf","mean_activity","equal-time-point mean module activity within tissue",-0.0915356372948943,1,3,0,"perennial_higher",3,0.75,0.0915356372948943,438
"anchor_295","HOG:0031418","root","mean_activity","equal-time-point mean module activity within tissue",-0.0914140003573089,1,3,0,"perennial_higher",3,0.75,0.0914140003573089,439
"anchor_82","HOG:0029401","root","early_to_late","last minus first matched time-point module activity",0.0911032714607936,3,1,0,"annual_higher",3,0.75,0.0911032714607936,440
"anchor_245","HOG:0026703","root","early_to_late","last minus first matched time-point module activity",-0.0910313879919167,1,3,0,"perennial_higher",3,0.75,0.0910313879919167,441
"anchor_247","HOG:0013148","leaf","mean_activity","equal-time-point mean module activity within tissue",-0.0908146745858944,1,3,0,"perennial_higher",3,0.75,0.0908146745858944,442
"anchor_62","HOG:0024791","leaf","mean_activity","equal-time-point mean module activity within tissue",0.0906233602411488,3,1,0,"annual_higher",3,0.75,0.0906233602411488,443
"anchor_157","HOG:0029921","leaf","early_to_late","last minus first matched time-point module activity",-0.090601088075545,1,3,0,"perennial_higher",3,0.75,0.090601088075545,444
"anchor_52","HOG:0012253","root","early_to_late","last minus first matched time-point module activity",0.0905544800261378,3,1,0,"annual_higher",3,0.75,0.0905544800261378,445
"anchor_41","HOG:0028089","root","early_to_late","last minus first matched time-point module activity",0.0904131672999356,3,1,0,"annual_higher",3,0.75,0.0904131672999356,446
"anchor_93","HOG:0028978","root","mean_activity","equal-time-point mean module activity within tissue",-0.0899260465538797,1,3,0,"perennial_higher",3,0.75,0.0899260465538797,447
"anchor_100","HOG:0012035","leaf","early_to_late","last minus first matched time-point module activity",-0.0898705419577926,1,3,0,"perennial_higher",3,0.75,0.0898705419577926,448
"anchor_215","HOG:0012403","leaf","mean_activity","equal-time-point mean module activity within tissue",-0.0898656646208757,1,3,0,"perennial_higher",3,0.75,0.0898656646208757,449
"anchor_132","HOG:0030886","leaf","mean_activity","equal-time-point mean module activity within tissue",-0.0892012633679817,1,3,0,"perennial_higher",3,0.75,0.0892012633679817,450
"anchor_272","HOG:0027413","root","early_to_late","last minus first matched time-point module activity",-0.0884761955314329,1,3,0,"perennial_higher",3,0.75,0.0884761955314329,451
"anchor_29","HOG:0010571","root","early_to_late","last minus first matched time-point module activity",0.0883828087473175,3,1,0,"annual_higher",3,0.75,0.0883828087473175,452
"anchor_102","HOG:0006009","root","early_to_late","last minus first matched time-point module activity",0.088335185944599,3,1,0,"annual_higher",3,0.75,0.088335185944599,453
"anchor_218","HOG:0029429","root","mean_activity","equal-time-point mean module activity within tissue",-0.0882580172240252,1,3,0,"perennial_higher",3,0.75,0.0882580172240252,454
"anchor_169","HOG:0030801","root","early_to_late","last minus first matched time-point module activity",0.0880210625549175,3,1,0,"annual_higher",3,0.75,0.0880210625549175,455
"anchor_229","HOG:0000322","root","early_to_late","last minus first matched time-point module activity",-0.086974609019811,1,3,0,"perennial_higher",3,0.75,0.086974609019811,456
"anchor_61","HOG:0016166","root","early_to_late","last minus first matched time-point module activity",0.0868711012157536,3,1,0,"annual_higher",3,0.75,0.0868711012157536,457
"anchor_158","HOG:0006208","leaf","mean_activity","equal-time-point mean module activity within tissue",-0.0867094141189577,1,3,0,"perennial_higher",3,0.75,0.0867094141189577,458
"anchor_89","HOG:0028008","leaf","mean_activity","equal-time-point mean module activity within tissue",0.0865468673193536,3,1,0,"annual_higher",3,0.75,0.0865468673193536,459
"anchor_97","HOG:0011541","root","mean_activity","equal-time-point mean module activity within tissue",0.0865346725685597,3,1,0,"annual_higher",3,0.75,0.0865346725685597,460
"anchor_72","HOG:0029544","leaf","mean_activity","equal-time-point mean module activity within tissue",0.0861880323333724,3,1,0,"annual_higher",3,0.75,0.0861880323333724,461
"anchor_51","HOG:0023192","root","early_to_late","last minus first matched time-point module activity",0.0859110927476947,3,1,0,"annual_higher",3,0.75,0.0859110927476947,462
"anchor_16","HOG:0007637","root","early_to_late","last minus first matched time-point module activity",0.0857876739223958,3,1,0,"annual_higher",3,0.75,0.0857876739223958,463
"anchor_05","HOG:0006205","root","early_to_late","last minus first matched time-point module activity",0.0857001671584005,3,1,0,"annual_higher",3,0.75,0.0857001671584005,464
"anchor_262","HOG:0023896","leaf","early_to_late","last minus first matched time-point module activity",-0.0852677242849846,1,3,0,"perennial_higher",3,0.75,0.0852677242849846,465
"anchor_40","HOG:0028012","root","early_to_late","last minus first matched time-point module activity",0.0850772619232773,3,1,0,"annual_higher",3,0.75,0.0850772619232773,466
"anchor_132","HOG:0030886","root","early_to_late","last minus first matched time-point module activity",0.08487927231931,3,1,0,"annual_higher",3,0.75,0.08487927231931,467
"anchor_126","HOG:0000096","root","mean_activity","equal-time-point mean module activity within tissue",-0.0848483510755317,1,3,0,"perennial_higher",3,0.75,0.0848483510755317,468
"anchor_270","HOG:0007636","root","early_to_late","last minus first matched time-point module activity",0.0847744397622409,3,1,0,"annual_higher",3,0.75,0.0847744397622409,469
"anchor_198","HOG:0005877","leaf","mean_activity","equal-time-point mean module activity within tissue",-0.0846747671085916,1,3,0,"perennial_higher",3,0.75,0.0846747671085916,470
"anchor_177","HOG:0000535","leaf","mean_activity","equal-time-point mean module activity within tissue",-0.08408276099751,1,3,0,"perennial_higher",3,0.75,0.08408276099751,471
"anchor_252","HOG:0022123","leaf","mean_activity","equal-time-point mean module activity within tissue",-0.0839798814594638,1,3,0,"perennial_higher",3,0.75,0.0839798814594638,472
"anchor_96","HOG:0012012","leaf","mean_activity","equal-time-point mean module activity within tissue",-0.0839529903758463,1,3,0,"perennial_higher",3,0.75,0.0839529903758463,473
"anchor_171","HOG:0008585","root","early_to_late","last minus first matched time-point module activity",-0.0836124987745775,1,3,0,"perennial_higher",3,0.75,0.0836124987745775,474
"anchor_214","HOG:0017319","root","mean_activity","equal-time-point mean module activity within tissue",0.0835955201346913,3,1,0,"annual_higher",3,0.75,0.0835955201346913,475
"anchor_115","HOG:0024562","leaf","mean_activity","equal-time-point mean module activity within tissue",-0.082977246535008,1,3,0,"perennial_higher",3,0.75,0.082977246535008,476
"anchor_158","HOG:0006208","leaf","early_to_late","last minus first matched time-point module activity",-0.082876648775863,1,3,0,"perennial_higher",3,0.75,0.082876648775863,477
"anchor_330","HOG:0025801","root","mean_activity","equal-time-point mean module activity within tissue",-0.0828179107982764,1,3,0,"perennial_higher",3,0.75,0.0828179107982764,478
"anchor_81","HOG:0023669","root","early_to_late","last minus first matched time-point module activity",0.082528883292426,3,1,0,"annual_higher",3,0.75,0.082528883292426,479
"anchor_331","HOG:0027285","root","early_to_late","last minus first matched time-point module activity",-0.0823856434874704,1,3,0,"perennial_higher",3,0.75,0.0823856434874704,480
"anchor_20","HOG:0023601","root","early_to_late","last minus first matched time-point module activity",0.0819134764935305,3,1,0,"annual_higher",3,0.75,0.0819134764935305,481
"anchor_65","HOG:0018364","root","early_to_late","last minus first matched time-point module activity",0.0813691391923759,3,1,0,"annual_higher",3,0.75,0.0813691391923759,482
"anchor_125","HOG:0018534","leaf","mean_activity","equal-time-point mean module activity within tissue",-0.0811703042409319,1,3,0,"perennial_higher",3,0.75,0.0811703042409319,483
"anchor_62","HOG:0024791","leaf","early_to_late","last minus first matched time-point module activity",-0.0807851780207353,1,3,0,"perennial_higher",3,0.75,0.0807851780207353,484
"anchor_310","HOG:0007835","leaf","mean_activity","equal-time-point mean module activity within tissue",-0.0802223691424802,1,3,0,"perennial_higher",3,0.75,0.0802223691424802,485
"anchor_251","HOG:0011497","root","mean_activity","equal-time-point mean module activity within tissue",0.0798311295108581,3,1,0,"annual_higher",3,0.75,0.0798311295108581,486
"anchor_88","HOG:0025219","root","early_to_late","last minus first matched time-point module activity",0.0796817454241488,3,1,0,"annual_higher",3,0.75,0.0796817454241488,487
"anchor_323","HOG:0026451","root","early_to_late","last minus first matched time-point module activity",0.0794401833648409,3,1,0,"annual_higher",3,0.75,0.0794401833648409,488
"anchor_183","HOG:0031530","leaf","mean_activity","equal-time-point mean module activity within tissue",0.0791929060495089,3,1,0,"annual_higher",3,0.75,0.0791929060495089,489
"anchor_288","HOG:0026637","root","early_to_late","last minus first matched time-point module activity",-0.0791507553340117,1,3,0,"perennial_higher",3,0.75,0.0791507553340117,490
"anchor_314","HOG:0031066","leaf","mean_activity","equal-time-point mean module activity within tissue",-0.0788636942896668,1,3,0,"perennial_higher",3,0.75,0.0788636942896668,491
"anchor_191","HOG:0022918","leaf","mean_activity","equal-time-point mean module activity within tissue",-0.0786089482885177,1,3,0,"perennial_higher",3,0.75,0.0786089482885177,492
"anchor_321","HOG:0028005","root","mean_activity","equal-time-point mean module activity within tissue",-0.0779340554208452,1,3,0,"perennial_higher",3,0.75,0.0779340554208452,493
"anchor_69","HOG:0033359","leaf","early_to_late","last minus first matched time-point module activity",-0.077723257196238,1,3,0,"perennial_higher",3,0.75,0.077723257196238,494
"anchor_191","HOG:0022918","root","early_to_late","last minus first matched time-point module activity",0.0775676314078777,3,1,0,"annual_higher",3,0.75,0.0775676314078777,495
"anchor_70","HOG:0032161","root","early_to_late","last minus first matched time-point module activity",0.0775586632929838,3,1,0,"annual_higher",3,0.75,0.0775586632929838,496
"anchor_101","HOG:0007833","leaf","mean_activity","equal-time-point mean module activity within tissue",-0.0775456342734221,1,3,0,"perennial_higher",3,0.75,0.0775456342734221,497
"anchor_91","HOG:0023227","leaf","mean_activity","equal-time-point mean module activity within tissue",-0.0772934946015489,1,3,0,"perennial_higher",3,0.75,0.0772934946015489,498
"anchor_284","HOG:0022810","leaf","mean_activity","equal-time-point mean module activity within tissue",-0.077100777040702,1,3,0,"perennial_higher",3,0.75,0.077100777040702,499
"anchor_79","HOG:0017159","leaf","mean_activity","equal-time-point mean module activity within tissue",0.0769263858417524,3,1,0,"annual_higher",3,0.75,0.0769263858417524,500
"anchor_263","HOG:0024905","leaf","mean_activity","equal-time-point mean module activity within tissue",-0.0765657396451547,1,3,0,"perennial_higher",3,0.75,0.0765657396451547,501
"anchor_23","HOG:0028394","root","early_to_late","last minus first matched time-point module activity",0.076458874246983,3,1,0,"annual_higher",3,0.75,0.076458874246983,502
"anchor_250","HOG:0006334","leaf","early_to_late","last minus first matched time-point module activity",0.075813207038765,3,1,0,"annual_higher",3,0.75,0.075813207038765,503
"anchor_156","HOG:0026499","leaf","mean_activity","equal-time-point mean module activity within tissue",-0.0755006866711841,1,3,0,"perennial_higher",3,0.75,0.0755006866711841,504
"anchor_68","HOG:0000537","leaf","mean_activity","equal-time-point mean module activity within tissue",0.0754892216400118,3,1,0,"annual_higher",3,0.75,0.0754892216400118,505
